MC_samples M E
643 0.451788 -1.2218
644 0.451972 -1.222
645 0.452155 -1.22223
646 0.452345 -1.22243
647 0.452372 -1.22243
648 0.452392 -1.22244
649 0.452419 -1.22242
650 0.452485 -1.22246
651 0.452611 -1.22244
652 0.452722 -1.22238
653 0.452787 -1.22242
654 0.452997 -1.22265
655 0.453206 -1.22298
656 0.453407 -1.22323
657 0.453592 -1.22342
658 0.45367 -1.2233
659 0.453649 -1.22303
660 0.453576 -1.22271
661 0.453525 -1.22265
662 0.453618 -1.22255
663 0.453733 -1.22247
664 0.45387 -1.2225
665 0.45397 -1.22254
666 0.454167 -1.22263
667 0.454295 -1.22277
668 0.454311 -1.22269
669 0.454372 -1.22265
670 0.454366 -1.2226
671 0.454463 -1.22261
672 0.454516 -1.22251
673 0.454487 -1.22227
674 0.454533 -1.22227
675 0.454563 -1.22203
676 0.45463 -1.22206
677 0.454719 -1.22195
678 0.45486 -1.2222
679 0.455081 -1.22242
680 0.455199 -1.22246
681 0.455411 -1.22263
682 0.455652 -1.22296
683 0.455835 -1.22309
684 0.455965 -1.22317
685 0.456117 -1.22317
686 0.456348 -1.22308
687 0.456572 -1.22306
688 0.456664 -1.22298
689 0.456756 -1.22295
690 0.456804 -1.22284
691 0.456795 -1.22262
692 0.456879 -1.22241
693 0.456999 -1.22222
694 0.457118 -1.22205
695 0.457338 -1.222
696 0.457572 -1.22205
697 0.457862 -1.22211
698 0.45813 -1.22218
699 0.458433 -1.22216
700 0.458607 -1.2219
701 0.458816 -1.2218
702 0.458925 -1.22154
703 0.459118 -1.22149
704 0.459254 -1.22155
705 0.459376 -1.22169
706 0.45954 -1.22178
707 0.459738 -1.22197
708 0.459922 -1.22208
709 0.460134 -1.22217
710 0.460394 -1.22225
711 0.460689 -1.22242
712 0.460822 -1.22235
713 0.461101 -1.22236
714 0.461408 -1.22238
715 0.46172 -1.22249
716 0.462116 -1.22284
717 0.462448 -1.223
718 0.462792 -1.2232
719 0.463074 -1.22338
720 0.463431 -1.22369
721 0.463766 -1.22398
722 0.46412 -1.22421
723 0.464378 -1.22434
724 0.464675 -1.22446
725 0.465007 -1.22451
726 0.46522 -1.2245
727 0.465481 -1.22454
728 0.465749 -1.22463
729 0.466104 -1.22491
730 0.466493 -1.2253
731 0.466895 -1.22553
732 0.467336 -1.22578
733 0.46781 -1.22615
734 0.468372 -1.22678
735 0.468932 -1.22739
736 0.469511 -1.22796
737 0.470054 -1.22845
738 0.47063 -1.22908
739 0.471198 -1.22968
740 0.471662 -1.22997
741 0.472045 -1.23019
742 0.472365 -1.23036
743 0.472705 -1.23063
744 0.473091 -1.23085
745 0.473463 -1.23107
746 0.473908 -1.23133
747 0.474431 -1.23178
748 0.474987 -1.23233
749 0.475481 -1.23278
750 0.475913 -1.23309
751 0.476292 -1.23336
752 0.476622 -1.23355
753 0.476979 -1.23367
754 0.477394 -1.23394
755 0.477795 -1.23417
756 0.478095 -1.23425
757 0.478474 -1.23443
758 0.478846 -1.23463
759 0.479111 -1.23465
760 0.479441 -1.23471
761 0.479737 -1.2348
762 0.480039 -1.23491
763 0.480282 -1.23501
764 0.480504 -1.23508
765 0.480673 -1.23512
766 0.480816 -1.23513
767 0.480841 -1.23489
768 0.480859 -1.23466
769 0.480943 -1.23447
770 0.480974 -1.23431
771 0.48107 -1.23422
772 0.481244 -1.23417
773 0.48141 -1.23415
774 0.481654 -1.23421
775 0.481858 -1.23431
776 0.482049 -1.2343
