MC_samples M E
526 0.504734 -1.2442
527 0.505085 -1.24444
528 0.505549 -1.24468
529 0.506078 -1.24514
530 0.506594 -1.24545
531 0.50694 -1.24554
532 0.507387 -1.24568
533 0.507974 -1.24612
534 0.508614 -1.24678
535 0.509196 -1.24718
536 0.509701 -1.24739
537 0.510233 -1.24793
538 0.510809 -1.24842
539 0.511289 -1.24878
540 0.511778 -1.249
541 0.512218 -1.24921
542 0.512758 -1.24954
543 0.513214 -1.24965
544 0.513796 -1.25011
545 0.514367 -1.25072
546 0.514954 -1.25121
547 0.515521 -1.25174
548 0.516141 -1.25237
549 0.516694 -1.25288
550 0.517191 -1.25311
551 0.517704 -1.25348
552 0.518216 -1.2537
553 0.518671 -1.25382
554 0.519106 -1.25413
555 0.519559 -1.25459
556 0.519883 -1.25478
557 0.52018 -1.25487
558 0.520251 -1.25493
559 0.520474 -1.25501
560 0.520616 -1.25507
561 0.520856 -1.25519
562 0.521157 -1.25536
563 0.521607 -1.2557
564 0.522083 -1.2561
565 0.522611 -1.25653
566 0.523118 -1.25701
567 0.523519 -1.25753
568 0.523979 -1.25798
569 0.524253 -1.25808
570 0.52457 -1.25842
571 0.524816 -1.25862
572 0.524886 -1.25865
573 0.524948 -1.25878
574 0.524974 -1.25871
575 0.525113 -1.25866
576 0.525339 -1.25873
577 0.525399 -1.25858
578 0.525407 -1.25856
579 0.525432 -1.25876
580 0.525388 -1.25884
581 0.525241 -1.25869
582 0.525198 -1.25852
583 0.5253 -1.25849
584 0.525377 -1.25841
585 0.52541 -1.2585
586 0.52541 -1.25855
587 0.5254 -1.25857
588 0.525349 -1.25864
589 0.525314 -1.25873
590 0.525314 -1.2589
591 0.525305 -1.25897
592 0.525262 -1.2589
593 0.525093 -1.2589
594 0.524815 -1.25882
595 0.524555 -1.2585
596 0.524178 -1.25834
597 0.523744 -1.25816
598 0.523386 -1.25793
599 0.523088 -1.25768
600 0.522675 -1.2573
601 0.522371 -1.2571
602 0.522101 -1.25679
603 0.5216 -1.25625
604 0.521043 -1.25583
605 0.520595 -1.2557
606 0.520116 -1.25561
607 0.519588 -1.25521
608 0.519038 -1.25467
609 0.518571 -1.25415
610 0.518082 -1.25372
611 0.517602 -1.25331
612 0.517059 -1.25294
613 0.516485 -1.25266
614 0.515977 -1.25251
615 0.515488 -1.25229
616 0.514943 -1.25216
617 0.514295 -1.25199
618 0.513649 -1.25189
619 0.512948 -1.25189
620 0.512161 -1.25192
621 0.511433 -1.25179
622 0.510707 -1.25164
623 0.510016 -1.25151
624 0.509383 -1.25136
625 0.508744 -1.25117
626 0.508043 -1.25099
627 0.507289 -1.25069
628 0.506489 -1.25064
629 0.505803 -1.25056
630 0.505119 -1.25059
631 0.50439 -1.25067
632 0.503671 -1.25051
